GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,CountryYear,Comments
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2007,2007,,WPR,Western Pacific,,BRN,Brunei Darussalam,,AGE25-PLUS,25+,,MLE,Male,,125.8 [118.6-133.2],125.8,118.6,133.2,Brunei Darussalam2007,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2008,2008,,WPR,Western Pacific,,BRN,Brunei Darussalam,,AGE25-PLUS,25+,,MLE,Male,,125.6 [118.1-133.4],125.6,118.1,133.4,Brunei Darussalam2008,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1983,1983,,EUR,Europe,,BGR,Bulgaria,,AGE25-PLUS,25+,,MLE,Male,,137.2 [131.2-143.3],137.2,131.2,143.3,Bulgaria1983,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1984,1984,,EUR,Europe,,BGR,Bulgaria,,AGE25-PLUS,25+,,MLE,Male,,137.4 [131.7-143.3],137.4,131.7,143.3,Bulgaria1984,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1985,1985,,EUR,Europe,,BGR,Bulgaria,,AGE25-PLUS,25+,,MLE,Male,,137.6 [132.0-143.2],137.6,132,143.2,Bulgaria1985,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1986,1986,,EUR,Europe,,BGR,Bulgaria,,AGE25-PLUS,25+,,MLE,Male,,137.7 [132.0-143.4],137.7,132,143.4,Bulgaria1986,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1991,1991,,EUR,Europe,,BGR,Bulgaria,,AGE25-PLUS,25+,,MLE,Male,,137.8 [131.3-144.6],137.8,131.3,144.6,Bulgaria1991,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1992,1992,,EUR,Europe,,BGR,Bulgaria,,AGE25-PLUS,25+,,MLE,Male,,137.7 [130.9-144.8],137.7,130.9,144.8,Bulgaria1992,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1993,1993,,EUR,Europe,,BGR,Bulgaria,,AGE25-PLUS,25+,,MLE,Male,,137.5 [130.5-144.7],137.5,130.5,144.7,Bulgaria1993,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1994,1994,,EUR,Europe,,BGR,Bulgaria,,AGE25-PLUS,25+,,MLE,Male,,137.3 [130.1-144.6],137.3,130.1,144.6,Bulgaria1994,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1995,1995,,EUR,Europe,,BGR,Bulgaria,,AGE25-PLUS,25+,,MLE,Male,,137.1 [129.7-144.5],137.1,129.7,144.5,Bulgaria1995,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2000,2000,,EUR,Europe,,BGR,Bulgaria,,AGE25-PLUS,25+,,MLE,Male,,136.2 [129.4-143.1],136.2,129.4,143.1,Bulgaria2000,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2001,2001,,EUR,Europe,,BGR,Bulgaria,,AGE25-PLUS,25+,,MLE,Male,,136.1 [129.5-142.8],136.1,129.5,142.8,Bulgaria2001,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2002,2002,,EUR,Europe,,BGR,Bulgaria,,AGE25-PLUS,25+,,MLE,Male,,136.1 [129.6-142.6],136.1,129.6,142.6,Bulgaria2002,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2003,2003,,EUR,Europe,,BGR,Bulgaria,,AGE25-PLUS,25+,,MLE,Male,,136.1 [129.6-142.6],136.1,129.6,142.6,Bulgaria2003,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2008,2008,,EUR,Europe,,BGR,Bulgaria,,AGE25-PLUS,25+,,MLE,Male,,136.5 [129.1-144.0],136.5,129.1,144,Bulgaria2008,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2009,2009,,AMR,Americas,,ATG,Antigua and Barbuda,,AGE25-PLUS,25+,,MLE,Male,,?,,,,Antigua and Barbuda2009,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1980,1980,,AFR,Africa,,BFA,Burkina Faso,,AGE25-PLUS,25+,,MLE,Male,,130.2 [119.7-141.4],130.2,119.7,141.4,Burkina Faso1980,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1981,1981,,AFR,Africa,,BFA,Burkina Faso,,AGE25-PLUS,25+,,MLE,Male,,130.1 [120.2-140.5],130.1,120.2,140.5,Burkina Faso1981,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1986,1986,,AFR,Africa,,BFA,Burkina Faso,,AGE25-PLUS,25+,,MLE,Male,,129.1 [121.1-137.1],129.1,121.1,137.1,Burkina Faso1986,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1987,1987,,AFR,Africa,,BFA,Burkina Faso,,AGE25-PLUS,25+,,MLE,Male,,128.9 [121.1-136.8],128.9,121.1,136.8,Burkina Faso1987,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1988,1988,,AFR,Africa,,BFA,Burkina Faso,,AGE25-PLUS,25+,,MLE,Male,,128.7 [121.0-136.5],128.7,121,136.5,Burkina Faso1988,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1989,1989,,AFR,Africa,,BFA,Burkina Faso,,AGE25-PLUS,25+,,MLE,Male,,128.5 [120.8-136.2],128.5,120.8,136.2,Burkina Faso1989,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1990,1990,,AFR,Africa,,BFA,Burkina Faso,,AGE25-PLUS,25+,,MLE,Male,,128.2 [120.6-135.9],128.2,120.6,135.9,Burkina Faso1990,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1995,1995,,AFR,Africa,,BFA,Burkina Faso,,AGE25-PLUS,25+,,MLE,Male,,127.2 [119.7-135.0],127.2,119.7,135,Burkina Faso1995,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1996,1996,,AFR,Africa,,BFA,Burkina Faso,,AGE25-PLUS,25+,,MLE,Male,,127.2 [119.6-135.0],127.2,119.6,135,Burkina Faso1996,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1997,1997,,AFR,Africa,,BFA,Burkina Faso,,AGE25-PLUS,25+,,MLE,Male,,127.2 [119.6-134.9],127.2,119.6,134.9,Burkina Faso1997,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1998,1998,,AFR,Africa,,BFA,Burkina Faso,,AGE25-PLUS,25+,,MLE,Male,,127.2 [119.8-134.9],127.2,119.8,134.9,Burkina Faso1998,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2003,2003,,AFR,Africa,,BFA,Burkina Faso,,AGE25-PLUS,25+,,MLE,Male,,128.1 [121.2-135.3],128.1,121.2,135.3,Burkina Faso2003,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2004,2004,,AFR,Africa,,BFA,Burkina Faso,,AGE25-PLUS,25+,,MLE,Male,,128.3 [121.4-135.4],128.3,121.4,135.4,Burkina Faso2004,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2005,2005,,AFR,Africa,,BFA,Burkina Faso,,AGE25-PLUS,25+,,MLE,Male,,128.6 [121.6-135.7],128.6,121.6,135.7,Burkina Faso2005,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2006,2006,,AFR,Africa,,BFA,Burkina Faso,,AGE25-PLUS,25+,,MLE,Male,,128.8 [121.8-136.0],128.8,121.8,136,Burkina Faso2006,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1981,1981,,AFR,Africa,,BDI,Burundi,,AGE25-PLUS,25+,,MLE,Male,,128.1 [117.8-138.6],128.1,117.8,138.6,Burundi1981,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1982,1982,,AFR,Africa,,BDI,Burundi,,AGE25-PLUS,25+,,MLE,Male,,128.0 [118.3-137.9],128,118.3,137.9,Burundi1982,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1983,1983,,AFR,Africa,,BDI,Burundi,,AGE25-PLUS,25+,,MLE,Male,,127.8 [118.4-137.4],127.8,118.4,137.4,Burundi1983,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1984,1984,,AFR,Africa,,BDI,Burundi,,AGE25-PLUS,25+,,MLE,Male,,127.7 [118.8-136.9],127.7,118.8,136.9,Burundi1984,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1985,1985,,AFR,Africa,,BDI,Burundi,,AGE25-PLUS,25+,,MLE,Male,,127.7 [119.0-136.5],127.7,119,136.5,Burundi1985,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1990,1990,,AFR,Africa,,BDI,Burundi,,AGE25-PLUS,25+,,MLE,Male,,128.1 [119.8-136.7],128.1,119.8,136.7,Burundi1990,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1991,1991,,AFR,Africa,,BDI,Burundi,,AGE25-PLUS,25+,,MLE,Male,,128.2 [119.7-136.8],128.2,119.7,136.8,Burundi1991,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1992,1992,,AFR,Africa,,BDI,Burundi,,AGE25-PLUS,25+,,MLE,Male,,128.4 [119.8-137.1],128.4,119.8,137.1,Burundi1992,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1993,1993,,AFR,Africa,,BDI,Burundi,,AGE25-PLUS,25+,,MLE,Male,,128.5 [119.9-137.1],128.5,119.9,137.1,Burundi1993,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1998,1998,,AFR,Africa,,BDI,Burundi,,AGE25-PLUS,25+,,MLE,Male,,129.2 [120.9-137.7],129.2,120.9,137.7,Burundi1998,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1999,1999,,AFR,Africa,,BDI,Burundi,,AGE25-PLUS,25+,,MLE,Male,,129.5 [121.3-138.0],129.5,121.3,138,Burundi1999,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2000,2000,,AFR,Africa,,BDI,Burundi,,AGE25-PLUS,25+,,MLE,Male,,129.8 [121.6-138.0],129.8,121.6,138,Burundi2000,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2001,2001,,AFR,Africa,,BDI,Burundi,,AGE25-PLUS,25+,,MLE,Male,,130.1 [122.0-138.1],130.1,122,138.1,Burundi2001,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2007,2007,,AFR,Africa,,BDI,Burundi,,AGE25-PLUS,25+,,MLE,Male,,132.1 [124.0-140.4],132.1,124,140.4,Burundi2007,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2008,2008,,AFR,Africa,,BDI,Burundi,,AGE25-PLUS,25+,,MLE,Male,,132.5 [124.1-141.0],132.5,124.1,141,Burundi2008,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2009,2009,,AMR,Americas,,ATG,Antigua and Barbuda,,AGE25-PLUS,25+,,FMLE,Female,,?,,,,Antigua and Barbuda2009,No covariate data available to produce crude estimates.
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1980,1980,,WPR,Western Pacific,,KHM,Cambodia,,AGE25-PLUS,25+,,MLE,Male,,118.0 [107.9-127.3],118,107.9,127.3,Cambodia1980,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1985,1985,,WPR,Western Pacific,,KHM,Cambodia,,AGE25-PLUS,25+,,MLE,Male,,118.2 [110.8-125.4],118.2,110.8,125.4,Cambodia1985,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1986,1986,,WPR,Western Pacific,,KHM,Cambodia,,AGE25-PLUS,25+,,MLE,Male,,118.3 [111.3-125.2],118.3,111.3,125.2,Cambodia1986,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1987,1987,,WPR,Western Pacific,,KHM,Cambodia,,AGE25-PLUS,25+,,MLE,Male,,118.4 [111.4-125.2],118.4,111.4,125.2,Cambodia1987,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1988,1988,,WPR,Western Pacific,,KHM,Cambodia,,AGE25-PLUS,25+,,MLE,Male,,118.5 [111.6-125.5],118.5,111.6,125.5,Cambodia1988,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1993,1993,,WPR,Western Pacific,,KHM,Cambodia,,AGE25-PLUS,25+,,MLE,Male,,119.4 [112.3-126.5],119.4,112.3,126.5,Cambodia1993,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1994,1994,,WPR,Western Pacific,,KHM,Cambodia,,AGE25-PLUS,25+,,MLE,Male,,119.6 [112.5-126.6],119.6,112.5,126.6,Cambodia1994,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1995,1995,,WPR,Western Pacific,,KHM,Cambodia,,AGE25-PLUS,25+,,MLE,Male,,119.8 [112.6-126.9],119.8,112.6,126.9,Cambodia1995,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1996,1996,,WPR,Western Pacific,,KHM,Cambodia,,AGE25-PLUS,25+,,MLE,Male,,120.0 [112.9-127.0],120,112.9,127,Cambodia1996,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2002,2002,,WPR,Western Pacific,,KHM,Cambodia,,AGE25-PLUS,25+,,MLE,Male,,121.6 [115.5-127.4],121.6,115.5,127.4,Cambodia2002,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2003,2003,,WPR,Western Pacific,,KHM,Cambodia,,AGE25-PLUS,25+,,MLE,Male,,121.8 [116.1-127.4],121.8,116.1,127.4,Cambodia2003,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2004,2004,,WPR,Western Pacific,,KHM,Cambodia,,AGE25-PLUS,25+,,MLE,Male,,122.1 [116.5-127.3],122.1,116.5,127.3,Cambodia2004,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,KHM,Cambodia,,AGE25-PLUS,25+,,MLE,Male,,122.2 [117.0-127.1],122.2,117,127.1,Cambodia2005,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1980,1980,,AFR,Africa,,CMR,Cameroon,,AGE25-PLUS,25+,,MLE,Male,,131.2 [122.0-141.5],131.2,122,141.5,Cameroon1980,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1981,1981,,AFR,Africa,,CMR,Cameroon,,AGE25-PLUS,25+,,MLE,Male,,130.9 [122.6-140.3],130.9,122.6,140.3,Cameroon1981,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1982,1982,,AFR,Africa,,CMR,Cameroon,,AGE25-PLUS,25+,,MLE,Male,,130.8 [123.2-139.2],130.8,123.2,139.2,Cameroon1982,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1983,1983,,AFR,Africa,,CMR,Cameroon,,AGE25-PLUS,25+,,MLE,Male,,130.6 [123.7-138.3],130.6,123.7,138.3,Cameroon1983,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1988,1988,,AFR,Africa,,CMR,Cameroon,,AGE25-PLUS,25+,,MLE,Male,,129.3 [124.5-134.4],129.3,124.5,134.4,Cameroon1988,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1989,1989,,AFR,Africa,,CMR,Cameroon,,AGE25-PLUS,25+,,MLE,Male,,129.0 [124.4-133.8],129,124.4,133.8,Cameroon1989,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1990,1990,,AFR,Africa,,CMR,Cameroon,,AGE25-PLUS,25+,,MLE,Male,,128.6 [124.1-133.3],128.6,124.1,133.3,Cameroon1990,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1991,1991,,AFR,Africa,,CMR,Cameroon,,AGE25-PLUS,25+,,MLE,Male,,128.3 [123.9-132.7],128.3,123.9,132.7,Cameroon1991,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1997,1997,,AFR,Africa,,CMR,Cameroon,,AGE25-PLUS,25+,,MLE,Male,,127.0 [123.3-130.8],127,123.3,130.8,Cameroon1997,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1998,1998,,AFR,Africa,,CMR,Cameroon,,AGE25-PLUS,25+,,MLE,Male,,127.1 [123.4-130.7],127.1,123.4,130.7,Cameroon1998,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1999,1999,,AFR,Africa,,CMR,Cameroon,,AGE25-PLUS,25+,,MLE,Male,,127.2 [123.6-130.7],127.2,123.6,130.7,Cameroon1999,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2000,2000,,AFR,Africa,,CMR,Cameroon,,AGE25-PLUS,25+,,MLE,Male,,127.3 [123.9-130.8],127.3,123.9,130.8,Cameroon2000,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2005,2005,,AFR,Africa,,CMR,Cameroon,,AGE25-PLUS,25+,,MLE,Male,,128.6 [124.5-132.7],128.6,124.5,132.7,Cameroon2005,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2006,2006,,AFR,Africa,,CMR,Cameroon,,AGE25-PLUS,25+,,MLE,Male,,128.9 [124.3-133.4],128.9,124.3,133.4,Cameroon2006,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2007,2007,,AFR,Africa,,CMR,Cameroon,,AGE25-PLUS,25+,,MLE,Male,,129.1 [123.9-134.2],129.1,123.9,134.2,Cameroon2007,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2008,2008,,AFR,Africa,,CMR,Cameroon,,AGE25-PLUS,25+,,MLE,Male,,129.4 [123.7-135.2],129.4,123.7,135.2,Cameroon2008,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1983,1983,,AMR,Americas,,CAN,Canada,,AGE25-PLUS,25+,,MLE,Male,,130.6 [127.4-134.0],130.6,127.4,134,Canada1983,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1984,1984,,AMR,Americas,,CAN,Canada,,AGE25-PLUS,25+,,MLE,Male,,130.4 [127.4-133.5],130.4,127.4,133.5,Canada1984,
