Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012]
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Liberia,LBR,5.88,5.804,5.722,5.635,5.547,5.456,5.366,5.277,5.19,5.106,5.024,4.945,4.868
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Libya,LBY,3.052,2.984,2.929,2.882,2.836,2.79,2.741,2.69,2.637,2.582,2.525,2.467,2.41
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Liechtenstein,LIE,1.57,1.52,1.47,1.36,1.44,1.49,1.43,1.42,1.43,1.71,1.4,1.69,1.51
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1.39,1.29,1.23,1.26,1.27,1.29,1.33,1.36,1.45,1.5,1.5,1.55,1.6
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1.76,1.66,1.63,1.62,1.66,1.63,1.65,1.61,1.61,1.59,1.63,1.52,1.57
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,0.939,0.891,0.856,0.838,0.836,0.849,0.874,0.906,0.939,0.973,1.003,1.031,1.058
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macedonia, FYR",MKD,1.678,1.635,1.598,1.567,1.54,1.519,1.501,1.486,1.473,1.462,1.452,1.443,1.436
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,5.548,5.443,5.337,5.233,5.133,5.039,4.952,4.87,4.794,4.722,4.654,4.59,4.528
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,6.254,6.186,6.119,6.058,6.002,5.95,5.899,5.843,5.781,5.712,5.636,5.554,5.471
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malaysia,MYS,2.825,2.683,2.544,2.418,2.307,2.216,2.146,2.093,2.052,2.023,2.002,1.986,1.975
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Maldives,MDV,3.271,3.055,2.869,2.715,2.596,2.508,2.449,2.41,2.382,2.36,2.339,2.314,2.287
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Mali,MLI,6.836,6.822,6.811,6.803,6.797,6.796,6.799,6.806,6.817,6.83,6.841,6.85,6.852
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malta,MLT,1.7,1.48,1.45,1.48,1.4,1.38,1.36,1.35,1.43,1.42,1.36,1.45,1.43
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Marshall Islands,MHL,..,..,..,..,..,4.5,4.5,4.5,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Mauritania,MRT,5.381,5.321,5.263,5.205,5.15,5.095,5.042,4.99,4.939,4.888,4.837,4.783,4.728
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Mauritius,MUS,1.99,1.91,1.94,1.87,1.87,1.82,1.7,1.66,1.58,1.5,1.47,1.45,1.43
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Mexico,MEX,2.659,2.61,2.565,2.523,2.484,2.448,2.413,2.379,2.346,2.313,2.281,2.248,2.216
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Micronesia, Fed. Sts.",FSM,4.3,4.204,4.105,4.007,3.912,3.823,3.739,3.661,3.589,3.522,3.46,3.402,3.347
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Moldova,MDA,1.568,1.535,1.511,1.497,1.489,1.487,1.487,1.488,1.487,1.483,1.477,1.469,1.462
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Mongolia,MNG,2.144,2.102,2.089,2.103,2.141,2.193,2.254,2.315,2.368,2.41,2.437,2.447,2.446
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Montenegro,MNE,1.815,1.804,1.792,1.779,1.767,1.756,1.745,1.734,1.722,1.71,1.698,1.687,1.676
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Morocco,MAR,2.698,2.611,2.535,2.47,2.418,2.385,2.377,2.398,2.443,2.509,2.583,2.652,2.706
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Mozambique,MOZ,5.782,5.76,5.741,5.721,5.697,5.669,5.632,5.588,5.536,5.476,5.409,5.338,5.263
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Myanmar,MMR,2.428,2.353,2.286,2.227,2.178,2.137,2.103,2.075,2.049,2.026,2.003,1.98,1.959
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Namibia,NAM,4.033,3.938,3.847,3.759,3.674,3.591,3.512,3.436,3.364,3.295,3.229,3.167,3.107
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Nepal,NPL,4.068,3.924,3.778,3.632,3.486,3.34,3.194,3.046,2.899,2.755,2.619,2.496,2.389
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Netherlands,NLD,1.72,1.71,1.73,1.75,1.72,1.71,1.72,1.72,1.77,1.79,1.79,1.76,1.72
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,New Caledonia,NCL,2.63,2.47,2.37,2.3,2.18,2.2,2.29,2.2,2.166,2.2,2.193,2.172,2.149
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,New Zealand,NZL,1.98,1.97,1.89,1.93,1.98,1.97,2.01,2.17,2.18,2.12,2.15,2.06,2.05
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Nicaragua,NIC,3.251,3.139,3.046,2.967,2.903,2.848,2.802,2.759,2.717,2.675,2.631,2.585,2.541
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Niger,NER,7.725,7.704,7.681,7.658,7.636,7.617,7.602,7.593,7.588,7.585,7.584,7.581,7.574
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Nigeria,NGA,6.099,6.077,6.058,6.042,6.029,6.02,6.015,6.015,6.017,6.021,6.022,6.017,6.002
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Norway,NOR,1.85,1.78,1.75,1.8,1.83,1.84,1.9,1.9,1.96,1.98,1.95,1.88,1.85
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Oman,OMN,3.72,3.488,3.297,3.144,3.029,2.951,2.906,2.887,2.886,2.894,2.901,2.899,2.884
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Pakistan,PAK,4.474,4.29,4.125,3.986,3.873,3.785,3.713,3.648,3.581,3.509,3.43,3.347,3.264
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Palau,PLW,1.535,..,..,..,..,..,..,..,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Panama,PAN,2.821,2.799,2.775,2.75,2.724,2.696,2.667,2.637,2.608,2.578,2.549,2.521,2.493
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Papua New Guinea,PNG,4.507,4.451,4.392,4.335,4.279,4.226,4.174,4.122,4.067,4.011,3.954,3.896,3.838
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Paraguay,PRY,3.677,3.595,3.512,3.429,3.346,3.266,3.191,3.123,3.063,3.012,2.968,2.931,2.897
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Peru,PER,2.929,2.872,2.82,2.773,2.73,2.689,2.65,2.614,2.579,2.545,2.511,2.479,2.448
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Philippines,PHL,3.813,3.766,3.709,3.642,3.566,3.485,3.403,3.326,3.257,3.199,3.151,3.111,3.076
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Poland,POL,1.37,1.31,1.25,1.22,1.23,1.24,1.27,1.31,1.39,1.4,1.38,1.3,1.3
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Portugal,PRT,1.55,1.45,1.46,1.44,1.4,1.41,1.37,1.35,1.39,1.34,1.39,1.35,1.28
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Puerto Rico,PRI,2.0485,1.9346,1.8317,1.7624,1.7822,1.7702,1.7123,1.6505,1.6516,1.6528,1.664,1.653,1.644
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Qatar,QAT,3.241,3.127,2.996,2.853,2.703,2.555,2.418,2.299,2.203,2.133,2.085,2.055,2.036
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Romania,ROM,1.31,1.27,1.27,1.31,1.35,1.39,1.4,1.42,1.53,1.57,1.54,1.46,1.53
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Russian Federation,RUS,1.21,1.25,1.3,1.31,1.33,1.29,1.3,1.41,1.49,1.54,1.57,1.58,1.59
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Rwanda,RWA,5.897,5.786,5.674,5.566,5.463,5.365,5.267,5.167,5.062,4.954,4.841,4.728,4.616
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Samoa,WSM,4.503,4.476,4.46,4.454,4.456,4.46,4.46,4.45,4.426,4.389,4.338,4.277,4.212
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,1.26
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sao Tome and Principe,STP,4.687,4.654,4.625,4.598,4.572,4.542,4.506,4.462,4.411,4.352,4.287,4.217,4.145
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Saudi Arabia,SAU,3.99,3.804,3.634,3.482,3.349,3.234,3.136,3.05,2.971,2.898,2.829,2.763,2.702
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Senegal,SEN,5.561,5.484,5.413,5.346,5.285,5.229,5.181,5.14,5.107,5.078,5.05,5.019,4.981
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Serbia,SRB,1.48,1.58,1.57,1.59,1.57,1.45,1.43,1.38,1.4,1.44,1.4,1.36,1.32
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Seychelles,SYC,2.08,1.98,2.04,2.1,2,2.2,2.1,2.24,2.3,2.4,2.1,2.4,2.4
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sierra Leone,SLE,5.92,5.845,5.759,5.664,5.56,5.451,5.34,5.232,5.128,5.032,4.943,4.861,4.782
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Singapore,SGP,..,1.41,1.37,1.27,1.26,1.26,1.28,1.29,1.28,1.22,1.15,1.2,1.29
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,1.5,1.7,1.7,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Slovak Republic,SVK,1.3,1.2,1.19,1.2,1.25,1.27,1.25,1.27,1.34,1.44,1.43,1.45,1.34
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Slovenia,SVN,1.26,1.21,1.21,1.2,1.25,1.26,1.31,1.38,1.53,1.53,1.57,1.56,1.58
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Solomon Islands,SLB,4.72,4.665,4.618,4.578,4.54,4.502,4.459,4.412,4.359,4.3,4.236,4.168,4.099
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Somalia,SOM,7.61,7.556,7.495,7.429,7.361,7.292,7.219,7.14,7.056,6.965,6.869,6.769,6.667
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,South Africa,ZAF,2.866,2.834,2.801,2.763,2.721,2.675,2.627,2.58,2.538,2.5,2.467,2.438,2.412
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,South Sudan,SSD,6.133,6.05,5.962,5.871,5.777,5.68,5.582,5.483,5.385,5.288,5.194,5.101,5.01
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Spain,ESP,1.23,1.24,1.25,1.3,1.31,1.33,1.36,1.38,1.45,1.38,1.37,1.34,1.32
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sri Lanka,LKA,2.237,2.243,2.252,2.263,2.274,2.286,2.298,2.311,2.323,2.335,2.343,2.347,2.346
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Kitts and Nevis,KNA,..,..,2.107,..,..,..,..,..,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Lucia,LCA,2.313,2.224,2.152,2.098,2.062,2.04,2.029,2.022,2.013,2,1.982,1.96,1.936
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Martin (French part),MAF,1.83,1.83,1.83,1.83,1.83,1.83,1.82,1.82,1.82,1.82,1.82,1.82,1.82
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,2.379,2.321,2.271,2.229,2.196,2.17,2.149,2.131,2.112,2.092,2.07,2.046,2.021
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,5.444,5.366,5.287,5.206,5.123,5.039,4.956,4.873,4.792,4.713,4.637,4.563,4.491
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,2.739,2.702,2.656,2.609,2.562,2.518,2.478,2.441,2.406,2.374,2.345,2.318,2.292
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Swaziland,SWZ,4.209,4.121,4.046,3.982,3.925,3.871,3.818,3.761,3.699,3.632,3.559,3.483,3.407
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1.54,1.57,1.65,1.71,1.75,1.77,1.85,1.88,1.91,1.94,1.98,1.9,1.91
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Switzerland,CHE,1.5,1.38,1.39,1.39,1.42,1.42,1.44,1.46,1.48,1.5,1.52,1.52,1.52
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Syrian Arab Republic,SYR,3.958,3.841,3.724,3.61,3.501,3.401,3.313,3.237,3.173,3.121,3.078,3.04,3.003
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Tajikistan,TJK,3.954,3.848,3.76,3.695,3.653,3.636,3.642,3.667,3.703,3.743,3.78,3.807,3.819
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Tanzania,TZA,5.689,5.675,5.666,5.659,5.651,5.638,5.616,5.585,5.543,5.49,5.428,5.359,5.287
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Thailand,THA,1.676,1.644,1.615,1.588,1.563,1.539,1.517,1.496,1.477,1.459,1.443,1.427,1.412
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Timor-Leste,TMP,7.112,7.092,7.037,6.965,6.64875,6.3325,6.01625,5.7,5.7,5.7,5.6,5.5,5.3
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Togo,TGO,5.288,5.224,5.166,5.111,5.059,5.009,4.962,4.918,4.876,4.835,4.792,4.746,4.695
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Tonga,TON,4.25,4.236,4.221,4.202,4.177,4.144,4.104,4.059,4.012,3.963,3.914,3.864,3.815
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Trinidad and Tobago,TTO,1.753,1.744,1.744,1.749,1.758,1.769,1.779,1.788,1.796,1.8,1.802,1.801,1.799
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Tunisia,TUN,2.08,2.05,2,2.06,2.02,2.04,2.03,2.04,2.06,2.05,2.13,2.15,2.17
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Turkey,TUR,2.454,2.404,2.356,2.311,2.27,2.234,2.202,2.173,2.147,2.123,2.101,2.08,2.06
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Turkmenistan,TKM,2.837,2.783,2.741,2.701,2.66,2.615,2.569,2.523,2.482,2.445,2.412,2.381,2.353
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Uganda,UGA,6.865,6.822,6.772,6.716,6.653,6.583,6.507,6.425,6.338,6.248,6.155,6.06,5.964
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ukraine,UKR,1.1,1.1,1.1,1.2,1.2,1.2,1.31,1.345,1.39,1.46,1.445,1.459,1.531
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,United Arab Emirates,ARE,2.644,2.532,2.428,2.329,2.236,2.149,2.071,2.004,1.948,1.903,1.868,1.841,1.82
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,United Kingdom,GBR,1.64,1.63,1.63,1.7,1.75,1.76,1.82,1.87,1.91,1.89,1.92,1.91,1.9
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,United States,USA,2.056,2.0305,2.0205,2.0475,2.0515,2.057,2.108,2.12,2.072,2.002,1.931,1.8945,1.8805
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Uruguay,URY,2.243,2.223,2.205,2.188,2.171,2.155,2.138,2.122,2.107,2.093,2.08,2.068,2.056
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Uzbekistan,UZB,2.58,2.46,2.52,2.36,2.46,2.36,2.39,2.55,2.64,2.53,2.53,2.53,2.53
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Vanuatu,VUT,4.368,4.268,4.162,4.056,3.95,3.851,3.76,3.679,3.608,3.549,3.499,3.456,3.419
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Venezuela, RB",VEN,2.822,2.779,2.739,2.701,2.664,2.629,2.595,2.562,2.531,2.501,2.472,2.444,2.417
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Vietnam,VNM,1.983,1.94,1.918,1.907,1.902,1.897,1.889,1.877,1.862,1.843,1.82,1.794,1.768
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Virgin Islands (U.S.),VIR,2.0553,1.8997,2.1127,2.0065,2.0683,2.1115,1.9499,1.9149,1.88,1.845,1.8,1.8,1.8
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,West Bank and Gaza,WBG,5.404,5.248,5.1,4.958,4.823,4.697,4.581,4.476,4.381,4.295,4.216,4.144,4.076
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Yemen, Rep.",YEM,6.363,6.166,5.975,5.782,5.588,5.393,5.199,5.01,4.829,4.658,4.498,4.348,4.207
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Zambia,ZMB,6.071,6.044,6.018,5.995,5.974,5.954,5.932,5.908,5.881,5.849,5.813,5.773,5.731
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Zimbabwe,ZWE,4.069,4.039,4.018,4.002,3.987,3.969,3.941,3.903,3.853,3.792,3.721,3.643,3.564
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Arab World,ARB,3.81689069853563,3.72794021601107,3.64864811044107,3.58350428113998,3.52323845319571,3.4730998098029,3.42934976072154,3.39145427069755,3.35752179835466,3.32536474935539,3.29740870303016,3.26621518506681,3.23340174755708
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Caribbean small states,CSS,2.38904928946806,2.36677509807113,2.34665637678186,2.32901354813056,2.31395729462308,2.30036306772481,2.28719231203297,2.27344927695627,2.25881474076676,2.24219250625986,2.22448433930644,2.20568043594073,2.18651485312141
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific (all income levels),EAS,1.78688871833164,1.77403070673452,1.77172500417383,1.77660377016105,1.78409099545391,1.78892889163393,1.80039482381525,1.81002602120756,1.81389446794401,1.81481018743464,1.81792106890808,1.8175690714251,1.81871718769434
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,East Asia & Pacific (developing only),EAP,1.82404228066169,1.81691603808493,1.81772283998874,1.82396424035413,1.83170876663325,1.83931701089429,1.8456571148793,1.8504711073965,1.85401301810015,1.85667969228322,1.85632051615061,1.8551321749808,1.85340458991028
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Euro area,EMU,1.47387075554599,1.46027590116641,1.46203984698994,1.47616756543747,1.49713509277526,1.49922853117176,1.5226579243933,1.53766546144544,1.57753557299257,1.55901376041257,1.57381989916037,1.54750190062319,1.5426266914895
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Europe & Central Asia (all income levels),ECS,1.5563965047169,1.54621498948861,1.55442685104484,1.56684187350881,1.59205685005957,1.58416647903074,1.61427206303604,1.65876985621223,1.70917328405409,1.71157721300095,1.72386120562915,1.71001695832254,1.71821904461166
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Europe & Central Asia (developing only),ECA,1.88063641472602,1.85308376533595,1.85487800043364,1.85675407551291,1.88279062090514,1.86662992253698,1.90378525287541,1.94229978662779,1.98344599199452,1.98188022901899,1.97958811255791,1.97912784479553,2.00144502283319
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,European Union,EUU,1.46593676904177,1.44838949487189,1.44548409516455,1.4641855136665,1.49028041294461,1.49965484433153,1.53009991658037,1.55503153277523,1.60302267844699,1.59286037702505,1.60190709689814,1.56858296547836,1.56995851449192
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Heavily indebted poor countries (HIPC),HPC,6.0821063522509,6.01047404080759,5.93649665694695,5.8599169818129,5.78112191938335,5.70024563841239,5.61765853533218,5.53359488042033,5.44885289032308,5.36388373085096,5.2789625777259,5.19408512405716,5.10921296471999
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,High income,HIC,1.64776257887106,1.62561788210955,1.61991628085157,1.63091629974152,1.64242628587699,1.63528177414586,1.67162797333079,1.70879831347624,1.72533822872054,1.70553576374038,1.70214623224943,1.6823346149868,1.68384969551257
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,High income: OECD,OEC,1.66518694167293,1.63693584806188,1.62511113184025,1.6398637901166,1.65209673154988,1.64992121490759,1.69337222166069,1.72176561920514,1.72927720133595,1.6982820504355,1.69056516819808,1.66501284468578,1.66482860288726
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,High income: nonOECD,NOC,1.56865329128808,1.57566634742361,1.59712786073728,1.59181294485266,1.60028962561607,1.57165482359324,1.57734174149253,1.65267889425695,1.70831700273495,1.73685349471359,1.75203524233841,1.75693835325441,1.76571958880956
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Latin America & Caribbean (all income levels),LCN,2.64563098918404,2.59719745038138,2.54871211550628,2.49970780375114,2.45184309176285,2.4050336731158,2.36066560842867,2.32045623037325,2.28504868981654,2.25436149341771,2.22798083472196,2.20450811131847,2.18341101098563
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Latin America & Caribbean (developing only),LAC,2.67307503029742,2.62439751726052,2.57527118374155,2.52528830758944,2.47572082774902,2.42734909294367,2.38188274948418,2.34065318970222,2.30390679834004,2.2721843509551,2.24486067335099,2.22071462184644,2.19893141439945
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Least developed countries: UN classification,LDC,5.15831791024452,5.07390122357381,4.99134019507314,4.91005152717696,4.82951749557856,4.74982414281865,4.67135107932132,4.594453830613,4.51993341504414,4.44785546739292,4.37814074008475,4.31084397890544,4.24552010695335
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Low & middle income,LMY,2.88172929682251,2.84576649609573,2.81508367972252,2.78778424481993,2.7631128428663,2.73806068390703,2.71728821180331,2.69853708183608,2.68217837411234,2.66607277852656,2.65101432503363,2.6373323065078,2.6256177856997
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Low income,LIC,4.89442682543961,4.82065273571827,4.74836318909054,4.67711455671127,4.60662705082841,4.53665686207246,4.46754627564717,4.39967945620721,4.33343276791408,4.2690986531916,4.20653657849035,4.14569484953054,4.08635326353191
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lower middle income,LMC,3.38227740057367,3.32585133954004,3.27369798550331,3.22345848433697,3.17590489070233,3.12822483675662,3.08818295629134,3.05119527766993,3.01754974490805,2.98574476039692,2.95585438318799,2.92825872078685,2.90293952706167
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Middle East & North Africa (all income levels),MEA,3.20537352633513,3.1078641210136,3.02570322226105,2.96378663781594,2.90972155577717,2.8693360431032,2.84083302266247,2.82039622989429,2.80568347554048,2.7915643801678,2.78089313023699,2.76383991255946,2.74589409370176
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Middle East & North Africa (developing only),MNA,3.16522725116105,3.07243241721172,2.99527644616189,2.93745024809004,2.88969003758935,2.85629277456368,2.8332580155075,2.81916584138145,2.81025843406672,2.80261620014059,2.7966561464447,2.78480203456634,2.76886460038741
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Middle income,MIC,2.60685051389292,2.5736446820603,2.54623755889835,2.52252971711882,2.50171085034509,2.48037122027388,2.4637922481109,2.44930419407986,2.43724782627614,2.42504148692816,2.41354540627332,2.40315599571374,2.39463117164909
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,North America,NAC,1.99950496331132,1.9780869722039,1.97064781986063,1.99594075354913,1.99953343215837,2.00544641930117,2.05599846681495,2.07396951391649,2.03284046760233,1.9684645800055,1.90041433675943,1.8658917137222,1.85329647136759
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,OECD members,OED,1.80557568974723,1.77597083005473,1.76030849747759,1.76680908963065,1.77189633025083,1.76571950124526,1.79742908484375,1.81638014254455,1.81866913696368,1.78900309494683,1.77836929371208,1.75369999242677,1.75057784875746
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Other small states,OSS,4.23575566972302,4.15787975968003,4.09663619797523,4.03298543484849,3.96839206537786,3.90217513857609,3.83294641461783,3.77446330949681,3.72914310612526,3.686110267671,3.64077678275268,3.60326104860362,3.55704323615316
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Pacific island small states,PSS,3.84188362286459,3.79086836491597,3.74116699502172,3.69298681435162,3.64627955258104,3.60102852902477,3.55703167339317,3.51382973869865,3.47156375794159,3.42992992649507,3.38927872616375,3.34885782469184,3.31003111050653
