"CC","Country","Year","Survey","Topic","Table","Indicator","By-Variable","Category","Characteristic","Precision","Value"
"SZ","Swaziland",2006,"2006-07 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"SZ","Swaziland",2006,"2006-07 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,16.7
"TZ","Tanzania",2010,"2010 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,96.9
"TZ","Tanzania",2010,"2010 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,96.9
"TZ","Tanzania",2010,"2010 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"TZ","Tanzania",2010,"2010 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"TZ","Tanzania",2010,"2010 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"TZ","Tanzania",2010,"2010 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"TZ","Tanzania",2010,"2010 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,20.9
"TZ","Tanzania",2004,"2004-05 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,96.3
"TZ","Tanzania",2004,"2004-05 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,96.4
"TZ","Tanzania",2004,"2004-05 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"TZ","Tanzania",2004,"2004-05 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"TZ","Tanzania",2004,"2004-05 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"TZ","Tanzania",2004,"2004-05 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"TZ","Tanzania",2004,"2004-05 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,21.1
"TZ","Tanzania",1999,"1999 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"TZ","Tanzania",1999,"1999 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"TZ","Tanzania",1999,"1999 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"TZ","Tanzania",1999,"1999 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"TZ","Tanzania",1999,"1999 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,20.9
"TZ","Tanzania",1996,"1996 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,97.4
"TZ","Tanzania",1996,"1996 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,97.4
"TZ","Tanzania",1996,"1996 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"TZ","Tanzania",1996,"1996 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"TZ","Tanzania",1996,"1996 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"TZ","Tanzania",1996,"1996 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"TZ","Tanzania",1996,"1996 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,21.5
"TZ","Tanzania",1992,"1991-92 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,98.2
"TZ","Tanzania",1992,"1991-92 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,98.1
"TZ","Tanzania",1992,"1991-92 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"TZ","Tanzania",1992,"1991-92 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"TZ","Tanzania",1992,"1991-92 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"TZ","Tanzania",1992,"1991-92 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"TZ","Tanzania",1992,"1991-92 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,21.5
"TG","Togo",1998,"1998 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,97.4
"TG","Togo",1998,"1998 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"TG","Togo",1998,"1998 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"TG","Togo",1998,"1998 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"TG","Togo",1998,"1998 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"TG","Togo",1998,"1998 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,24.4
"TG","Togo",1988,"1988 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"TG","Togo",1988,"1988 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"TG","Togo",1988,"1988 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"TG","Togo",1988,"1988 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"TG","Togo",1988,"1988 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,22.4
"UG","Uganda",2011,"2011 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,97.6
"UG","Uganda",2011,"2011 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,97.7
"UG","Uganda",2011,"2011 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"UG","Uganda",2011,"2011 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"UG","Uganda",2011,"2011 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"UG","Uganda",2011,"2011 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"UG","Uganda",2011,"2011 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,19.4
"UG","Uganda",2006,"2006 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,98.4
"UG","Uganda",2006,"2006 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,98.2
"UG","Uganda",2006,"2006 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"UG","Uganda",2006,"2006 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"UG","Uganda",2006,"2006 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"UG","Uganda",2006,"2006 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"UG","Uganda",2006,"2006 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,20.5
"UG","Uganda",2000,"2000-01 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,98.3
"UG","Uganda",2000,"2000-01 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,98.3
"UG","Uganda",2000,"2000-01 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"UG","Uganda",2000,"2000-01 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"UG","Uganda",2000,"2000-01 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"UG","Uganda",2000,"2000-01 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"UG","Uganda",2000,"2000-01 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,19.9
"UG","Uganda",1995,"1995 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,98.3
"UG","Uganda",1995,"1995 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"UG","Uganda",1995,"1995 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"UG","Uganda",1995,"1995 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"UG","Uganda",1995,"1995 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"UG","Uganda",1995,"1995 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,19.5
"UG","Uganda",1988,"1988-89 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"UG","Uganda",1988,"1988-89 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"UG","Uganda",1988,"1988-89 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"UG","Uganda",1988,"1988-89 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"UG","Uganda",1988,"1988-89 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,19
"ZM","Zambia",2007,"2007 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,97.7
"ZM","Zambia",2007,"2007 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,97.6
"ZM","Zambia",2007,"2007 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"ZM","Zambia",2007,"2007 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"ZM","Zambia",2007,"2007 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"ZM","Zambia",2007,"2007 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"ZM","Zambia",2007,"2007 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,20.3
"ZM","Zambia",2002,"2001-02 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,98.7
"ZM","Zambia",2002,"2001-02 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,98.4
"ZM","Zambia",2002,"2001-02 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"ZM","Zambia",2002,"2001-02 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"ZM","Zambia",2002,"2001-02 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"ZM","Zambia",2002,"2001-02 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"ZM","Zambia",2002,"2001-02 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,21.4
"ZM","Zambia",1996,"1996 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,98.3
"ZM","Zambia",1996,"1996 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,98.3
"ZM","Zambia",1996,"1996 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"ZM","Zambia",1996,"1996 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"ZM","Zambia",1996,"1996 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"ZM","Zambia",1996,"1996 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"ZM","Zambia",1996,"1996 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,20
"ZM","Zambia",1992,"1992 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,97.9
"ZM","Zambia",1992,"1992 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,97.8
"ZM","Zambia",1992,"1992 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"ZM","Zambia",1992,"1992 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"ZM","Zambia",1992,"1992 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"ZM","Zambia",1992,"1992 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"ZM","Zambia",1992,"1992 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,18.6
"ZW","Zimbabwe",2010,"2010-11 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,96
"ZW","Zimbabwe",2010,"2010-11 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,96.5
"ZW","Zimbabwe",2010,"2010-11 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"ZW","Zimbabwe",2010,"2010-11 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"ZW","Zimbabwe",2010,"2010-11 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"ZW","Zimbabwe",2010,"2010-11 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"ZW","Zimbabwe",2010,"2010-11 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,17.8
