"","ItemName","AreaName","ElementName","Value","CO2RR","CO2SE","note","cal","proteinCO2","protein.cal.CO2","CO2.SE.weighted"
"16981","Coconuts - Incl Copra","Slovakia","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"16985","Coconuts - Incl Copra","Micronesia","Protein supply quantity (g/capita/day)",6,0.991652012,0.00929507,"oilcrop av",25.5,5.949912072,25.287126306,0.0031103397469764
"16986","Coconuts - Incl Copra","Australia & New Zealand","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"16989","Coconuts - Incl Copra","Bolivia (Plurinational State of)","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"16990","Coconuts - Incl Copra","South America","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17001","Coconuts - Incl Copra","Southern Africa","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17010","Coconuts - Incl Copra","Cambodia","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17014","Coconuts - Incl Copra","Guatemala","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17020","Coconuts - Incl Copra","Angola","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17022","Coconuts - Incl Copra","Czech Republic","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17025","Coconuts - Incl Copra","Azerbaijan","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17027","Coconuts - Incl Copra","Saint Vincent and the Grenadines","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17053","Coconuts - Incl Copra","Western Europe","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17055","Coconuts - Incl Copra","China","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17062","Coconuts - Incl Copra","Mexico","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17065","Coconuts - Incl Copra","India","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17066","Coconuts - Incl Copra","Suriname","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17075","Coconuts - Incl Copra","Ghana","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17076","Coconuts - Incl Copra","Bosnia and Herzegovina","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17086","Coconuts - Incl Copra","Guinea","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17095","Coconuts - Incl Copra","Italy","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17100","Coconuts - Incl Copra","Northern Europe","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17105","Coconuts - Incl Copra","Malawi","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17109","Coconuts - Incl Copra","French Polynesia","Protein supply quantity (g/capita/day)",1,0.991652012,0.00929507,"oilcrop av",4.25,0.991652012,4.214521051,8.63983263049e-05
"17112","Coconuts - Incl Copra","Kenya","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17123","Coconuts - Incl Copra","Viet Nam","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17131","Coconuts - Incl Copra","Madagascar","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17133","Coconuts - Incl Copra","Costa Rica","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17136","Coconuts - Incl Copra","Occupied Palestinian Territory","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17140","Coconuts - Incl Copra","Pakistan","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17141","Coconuts - Incl Copra","Niger","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17149","Coconuts - Incl Copra","Venezuela (Bolivarian Republic of)","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17150","Coconuts - Incl Copra","Malaysia","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17152","Coconuts - Incl Copra","Paraguay","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17155","Coconuts - Incl Copra","Dominica","Protein supply quantity (g/capita/day)",1,0.991652012,0.00929507,"oilcrop av",4.25,0.991652012,4.214521051,8.63983263049e-05
"17156","Coconuts - Incl Copra","Honduras","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17157","Coconuts - Incl Copra","Chile","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17163","Coconuts - Incl Copra","Finland","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17168","Coconuts - Incl Copra","Kiribati","Protein supply quantity (g/capita/day)",6,0.991652012,0.00929507,"oilcrop av",25.5,5.949912072,25.287126306,0.0031103397469764
"17188","Coconuts - Incl Copra","El Salvador","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17189","Coconuts - Incl Copra","Maldives","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17192","Coconuts - Incl Copra","Afghanistan","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17193","Coconuts - Incl Copra","Romania","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17209","Coconuts - Incl Copra","Belize","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17219","Coconuts - Incl Copra","Asia","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17223","Coconuts - Incl Copra","Kazakhstan","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17225","Coconuts - Incl Copra","Cabo Verde","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17229","Coconuts - Incl Copra","Philippines","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17244","Coconuts - Incl Copra","Japan","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17245","Coconuts - Incl Copra","Net Food Importing Developing Countries","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17246","Coconuts - Incl Copra","New Caledonia","Protein supply quantity (g/capita/day)",1,0.991652012,0.00929507,"oilcrop av",4.25,0.991652012,4.214521051,8.63983263049e-05
"17247","Coconuts - Incl Copra","Saint Lucia","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"oilcrop av",0,0,0,0
"17256","Coffee and products","Saint Lucia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17259","Coffee and products","Brazil","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"17260","Coffee and products","Austria","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"17265","Coffee and products","Burkina Faso","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17271","Coffee and products","World","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17276","Coffee and products","Southern Africa","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17281","Coffee and products","Jordan","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17282","Coffee and products","Gabon","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17287","Coffee and products","Poland","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17292","Coffee and products","Iran (Islamic Republic of)","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17294","Coffee and products","Southern Europe","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"17298","Coffee and products","Central America","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17299","Coffee and products","Kuwait","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17301","Coffee and products","Asia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17303","Coffee and products","Honduras","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"17311","Coffee and products","Bosnia and Herzegovina","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"17314","Coffee and products","Iceland","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"17316","Coffee and products","Montenegro","Protein supply quantity (g/capita/day)",2,0.810397639,0.072493085,"av veg",8.5,1.620795278,6.8883799315,0.0210209894912689
"17322","Coffee and products","Bahamas","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17323","Coffee and products","Djibouti","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17324","Coffee and products","Uzbekistan","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17328","Coffee and products","Africa","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17340","Coffee and products","Rwanda","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17344","Coffee and products","Gambia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17345","Coffee and products","Caribbean","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17348","Coffee and products","Morocco","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17349","Coffee and products","Sudan (former)","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17351","Coffee and products","French Polynesia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17358","Coffee and products","Liberia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17360","Coffee and products","Lesotho","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17364","Coffee and products","Cameroon","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17368","Coffee and products","Brunei Darussalam","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17369","Coffee and products","China, Hong Kong SAR","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17371","Coffee and products","Democratic People's Republic of Korea","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17373","Coffee and products","Australia","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"17374","Coffee and products","China, Taiwan Province of","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17380","Coffee and products","United States of America","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"17382","Coffee and products","Australia & New Zealand","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"17387","Coffee and products","France","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"17395","Coffee and products","Ecuador","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17409","Coffee and products","Bulgaria","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"17422","Coffee and products","Panama","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"17430","Coffee and products","Portugal","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"17435","Coffee and products","Mali","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17437","Coffee and products","Northern Europe","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"17439","Coffee and products","Turkey","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17448","Coffee and products","Japan","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"17455","Coffee and products","United Arab Emirates","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17461","Coffee and products","Lithuania","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"17463","Coffee and products","Barbados","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17469","Coffee and products","Spain","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"17470","Coffee and products","Vanuatu","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17471","Coffee and products","United Kingdom","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17472","Coffee and products","Nicaragua","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17473","Coffee and products","South Africa","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17476","Coffee and products","Greece","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"17477","Coffee and products","Net Food Importing Developing Countries","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17487","Coffee and products","Algeria","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"17488","Coffee and products","Timor-Leste","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17489","Coffee and products","Malawi","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17505","Coffee and products","Malaysia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17509","Coffee and products","Libya","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17510","Coffee and products","Indonesia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17511","Coffee and products","Mozambique","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17512","Coffee and products","Philippines","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17518","Coffee and products","Fiji","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17523","Coffee and products","Least Developed Countries","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17525","Coffee and products","Serbia and Montenegro","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17531","Coffee and products","Samoa","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17532","Coffee and products","Tajikistan","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17538","Coffee and products","Senegal","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17541","Coffee and products","Eastern Asia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17543","Coffee and products","South America","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17557","Coffee and products","Saint Kitts and Nevis","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17571","Coffee and products","Venezuela (Bolivarian Republic of)","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"17573","Coffee and products","Luxembourg","Protein supply quantity (g/capita/day)",4,0.810397639,0.072493085,"av veg",17,3.241590556,13.776759863,0.0840839579650756
"17575","Coffee and products","Solomon Islands","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17581","Coffee and products","Sri Lanka","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17582","Coffee and products","China, mainland","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17587","Coffee and products","Grenada","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17595","Coffee and products","Polynesia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"17598","Coffee and products","Colombia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
