"","AreaName","ElementName","ItemName","Value"
"22856","Tunisia","Food supply (kcal/capita/day)","Fats, Animals, Raw",4
"22858","Guyana","Food supply (kcal/capita/day)","Fats, Animals, Raw",5
"22859","Côte d'Ivoire","Food supply (kcal/capita/day)","Fats, Animals, Raw",3
"22862","China","Food supply (kcal/capita/day)","Fats, Animals, Raw",37
"22863","Armenia","Food supply (kcal/capita/day)","Fats, Animals, Raw",62
"22867","France","Food supply (kcal/capita/day)","Fats, Animals, Raw",40
"22868","Iceland","Food supply (kcal/capita/day)","Fats, Animals, Raw",39
"22871","Ethiopia","Food supply (kcal/capita/day)","Fats, Animals, Raw",8
"22873","Sri Lanka","Food supply (kcal/capita/day)","Fats, Animals, Raw",2
"22884","Dominican Republic","Food supply (kcal/capita/day)","Fats, Animals, Raw",34
"22905","Bahamas","Food supply (kcal/capita/day)","Fats, Animals, Raw",73
"22913","Haiti","Food supply (kcal/capita/day)","Fats, Animals, Raw",7
"22918","Kiribati","Food supply (kcal/capita/day)","Fats, Animals, Raw",9
"22923","French Polynesia","Food supply (kcal/capita/day)","Fats, Animals, Raw",6
"22924","Hungary","Food supply (kcal/capita/day)","Fats, Animals, Raw",235
"22927","Senegal","Food supply (kcal/capita/day)","Fats, Animals, Raw",8
"22933","Southern Europe","Food supply (kcal/capita/day)","Fats, Animals, Raw",64
"22935","Togo","Food supply (kcal/capita/day)","Fats, Animals, Raw",5
"22937","Albania","Food supply (kcal/capita/day)","Fats, Animals, Raw",46
"22954","Trinidad and Tobago","Food supply (kcal/capita/day)","Fats, Animals, Raw",66
"22958","China, Macao SAR","Food supply (kcal/capita/day)","Fats, Animals, Raw",29
"22962","Cambodia","Food supply (kcal/capita/day)","Fats, Animals, Raw",16
"22967","Australia","Food supply (kcal/capita/day)","Fats, Animals, Raw",74
"22968","Europe","Food supply (kcal/capita/day)","Fats, Animals, Raw",83
"22971","Liberia","Food supply (kcal/capita/day)","Fats, Animals, Raw",4
"22977","Bangladesh","Food supply (kcal/capita/day)","Fats, Animals, Raw",3
"22981","Libya","Food supply (kcal/capita/day)","Fats, Animals, Raw",6
"22984","Asia","Food supply (kcal/capita/day)","Fats, Animals, Raw",19
"22993","Chad","Food supply (kcal/capita/day)","Fats, Animals, Raw",8
"22994","Guinea-Bissau","Food supply (kcal/capita/day)","Fats, Animals, Raw",13
"22995","Democratic People's Republic of Korea","Food supply (kcal/capita/day)","Fats, Animals, Raw",7
"23000","United States of America","Food supply (kcal/capita/day)","Fats, Animals, Raw",59
"23003","Switzerland","Food supply (kcal/capita/day)","Fats, Animals, Raw",78
"23011","Sao Tome and Principe","Food supply (kcal/capita/day)","Fats, Animals, Raw",2
"23012","Bolivia (Plurinational State of)","Food supply (kcal/capita/day)","Fats, Animals, Raw",46
"23015","Zambia","Food supply (kcal/capita/day)","Fats, Animals, Raw",7
"23019","Angola","Food supply (kcal/capita/day)","Fats, Animals, Raw",16
"23020","Republic of Korea","Food supply (kcal/capita/day)","Fats, Animals, Raw",37
"23025","Northern Europe","Food supply (kcal/capita/day)","Fats, Animals, Raw",67
"23027","Net Food Importing Developing Countries","Food supply (kcal/capita/day)","Fats, Animals, Raw",13
"23029","Costa Rica","Food supply (kcal/capita/day)","Fats, Animals, Raw",72
"23033","Lebanon","Food supply (kcal/capita/day)","Fats, Animals, Raw",14
"23034","Fiji","Food supply (kcal/capita/day)","Fats, Animals, Raw",53
"23036","Kenya","Food supply (kcal/capita/day)","Fats, Animals, Raw",9
"23041","Gabon","Food supply (kcal/capita/day)","Fats, Animals, Raw",4
"23046","New Caledonia","Food supply (kcal/capita/day)","Fats, Animals, Raw",17
"23047","South-Eastern Asia","Food supply (kcal/capita/day)","Fats, Animals, Raw",23
"23049","Swaziland","Food supply (kcal/capita/day)","Fats, Animals, Raw",9
"23051","Eastern Africa","Food supply (kcal/capita/day)","Fats, Animals, Raw",9
"23055","Belize","Food supply (kcal/capita/day)","Fats, Animals, Raw",129
"23057","Finland","Food supply (kcal/capita/day)","Fats, Animals, Raw",16
"23058","Malta","Food supply (kcal/capita/day)","Fats, Animals, Raw",140
"23059","Oceania","Food supply (kcal/capita/day)","Fats, Animals, Raw",85
"23063","Greece","Food supply (kcal/capita/day)","Fats, Animals, Raw",14
"23069","Brunei Darussalam","Food supply (kcal/capita/day)","Fats, Animals, Raw",2
"23072","Philippines","Food supply (kcal/capita/day)","Fats, Animals, Raw",53
"23074","Afghanistan","Food supply (kcal/capita/day)","Fats, Animals, Raw",13
"23085","Sierra Leone","Food supply (kcal/capita/day)","Fats, Animals, Raw",3
"23088","Iran (Islamic Republic of)","Food supply (kcal/capita/day)","Fats, Animals, Raw",2
"23096","Canada","Food supply (kcal/capita/day)","Fats, Animals, Raw",131
"23097","Americas","Food supply (kcal/capita/day)","Fats, Animals, Raw",53
"23103","United Republic of Tanzania","Food supply (kcal/capita/day)","Fats, Animals, Raw",6
"23104","Honduras","Food supply (kcal/capita/day)","Fats, Animals, Raw",30
"23108","Northern America","Food supply (kcal/capita/day)","Fats, Animals, Raw",67
"23110","Kyrgyzstan","Food supply (kcal/capita/day)","Fats, Animals, Raw",15
"23118","Uruguay","Food supply (kcal/capita/day)","Fats, Animals, Raw",32
"23121","Japan","Food supply (kcal/capita/day)","Fats, Animals, Raw",10
"23130","Syrian Arab Republic","Food supply (kcal/capita/day)","Fats, Animals, Raw",31
"23132","Antigua and Barbuda","Food supply (kcal/capita/day)","Fats, Animals, Raw",36
"23133","Jordan","Food supply (kcal/capita/day)","Fats, Animals, Raw",8
"23139","China, Taiwan Province of","Food supply (kcal/capita/day)","Fats, Animals, Raw",40
"23145","Lesotho","Food supply (kcal/capita/day)","Fats, Animals, Raw",10
"23150","Austria","Food supply (kcal/capita/day)","Fats, Animals, Raw",237
"23152","Kazakhstan","Food supply (kcal/capita/day)","Fats, Animals, Raw",26
"23155","Samoa","Food supply (kcal/capita/day)","Fats, Animals, Raw",58
"23169","Slovenia","Food supply (kcal/capita/day)","Fats, Animals, Raw",86
"23183","Mongolia","Food supply (kcal/capita/day)","Fats, Animals, Raw",86
"23186","Djibouti","Food supply (kcal/capita/day)","Fats, Animals, Raw",13
"23191","Namibia","Food supply (kcal/capita/day)","Fats, Animals, Raw",32
"23201","Iraq","Food supply (kcal/capita/day)","Fats, Animals, Raw",4
"23206","Vanuatu","Food supply (kcal/capita/day)","Fats, Animals, Raw",36
"23209","Portugal","Food supply (kcal/capita/day)","Fats, Animals, Raw",193
"23217","Sweden","Food supply (kcal/capita/day)","Fats, Animals, Raw",47
"23219","Western Asia","Food supply (kcal/capita/day)","Fats, Animals, Raw",12
"23226","Micronesia","Food supply (kcal/capita/day)","Fats, Animals, Raw",9
"23230","Bermuda","Food supply (kcal/capita/day)","Fats, Animals, Raw",2
"23232","Lithuania","Food supply (kcal/capita/day)","Fats, Animals, Raw",72
"23234","Montenegro","Food supply (kcal/capita/day)","Fats, Animals, Raw",16
"23236","India","Food supply (kcal/capita/day)","Fats, Animals, Raw",1
"23237","Serbia","Food supply (kcal/capita/day)","Fats, Animals, Raw",37
"23238","Czech Republic","Food supply (kcal/capita/day)","Fats, Animals, Raw",86
"23246","Myanmar","Food supply (kcal/capita/day)","Fats, Animals, Raw",18
"23248","Land Locked Developing Countries","Food supply (kcal/capita/day)","Fats, Animals, Raw",18
"23249","Netherlands","Food supply (kcal/capita/day)","Fats, Animals, Raw",83
"23255","Uganda","Food supply (kcal/capita/day)","Fats, Animals, Raw",10
"23258","Republic of Moldova","Food supply (kcal/capita/day)","Fats, Animals, Raw",83
"23259","Lao People's Democratic Republic","Food supply (kcal/capita/day)","Fats, Animals, Raw",18
"23275","Niger","Food supply (kcal/capita/day)","Fats, Animals, Raw",14
"23277","Russian Federation","Food supply (kcal/capita/day)","Fats, Animals, Raw",56
"23283","Madagascar","Food supply (kcal/capita/day)","Fats, Animals, Raw",10
"23286","Cabo Verde","Food supply (kcal/capita/day)","Fats, Animals, Raw",71
"23294","Southern Africa","Food supply (kcal/capita/day)","Fats, Animals, Raw",7
"23297","Denmark","Food supply (kcal/capita/day)","Fats, Animals, Raw",210
"23303","Zimbabwe","Food supply (kcal/capita/day)","Fats, Animals, Raw",32
"23304","Saint Vincent and the Grenadines","Food supply (kcal/capita/day)","Fats, Animals, Raw",6
"23313","Jamaica","Food supply (kcal/capita/day)","Fats, Animals, Raw",35
"23316","Serbia and Montenegro","Food supply (kcal/capita/day)","Fats, Animals, Raw",213
"23317","Western Africa","Food supply (kcal/capita/day)","Fats, Animals, Raw",8
"23327","Turkey","Food supply (kcal/capita/day)","Fats, Animals, Raw",6
"23331","Algeria","Food supply (kcal/capita/day)","Fats, Animals, Raw",7
"23337","Azerbaijan","Food supply (kcal/capita/day)","Fats, Animals, Raw",1
"23348","Northern Africa","Food supply (kcal/capita/day)","Fats, Animals, Raw",9
"23364","Georgia","Food supply (kcal/capita/day)","Fats, Animals, Raw",61
"23367","Sudan (former)","Food supply (kcal/capita/day)","Fats, Animals, Raw",18
"23375","Burkina Faso","Food supply (kcal/capita/day)","Fats, Animals, Raw",11
"23391","Ecuador","Food supply (kcal/capita/day)","Fats, Animals, Raw",82
"23395","Least Developed Countries","Food supply (kcal/capita/day)","Fats, Animals, Raw",9
"23401","Latvia","Food supply (kcal/capita/day)","Fats, Animals, Raw",125
"23404","Ukraine","Food supply (kcal/capita/day)","Fats, Animals, Raw",56
"23412","El Salvador","Food supply (kcal/capita/day)","Fats, Animals, Raw",54
"23414","Viet Nam","Food supply (kcal/capita/day)","Fats, Animals, Raw",44
"23416","Venezuela (Bolivarian Republic of)","Food supply (kcal/capita/day)","Fats, Animals, Raw",29
"23420","Pakistan","Food supply (kcal/capita/day)","Fats, Animals, Raw",28
"23421","Cyprus","Food supply (kcal/capita/day)","Fats, Animals, Raw",15
"23428","Ghana","Food supply (kcal/capita/day)","Fats, Animals, Raw",3
"23432","Eastern Europe","Food supply (kcal/capita/day)","Fats, Animals, Raw",76
"23435","Nicaragua","Food supply (kcal/capita/day)","Fats, Animals, Raw",21
"23451","Grenada","Food supply (kcal/capita/day)","Fats, Animals, Raw",54
"23467","Bosnia and Herzegovina","Food supply (kcal/capita/day)","Fats, Animals, Raw",20
"23468","Chile","Food supply (kcal/capita/day)","Fats, Animals, Raw",72
"23475","Luxembourg","Food supply (kcal/capita/day)","Fats, Animals, Raw",38
"23478","Botswana","Food supply (kcal/capita/day)","Fats, Animals, Raw",22
"23479","Somalia","Food supply (kcal/capita/day)","Fats, Animals, Raw",16
"23488","Caribbean","Food supply (kcal/capita/day)","Fats, Animals, Raw",23
"23499","Thailand","Food supply (kcal/capita/day)","Fats, Animals, Raw",14
"23500","Croatia","Food supply (kcal/capita/day)","Fats, Animals, Raw",137
"23501","Colombia","Food supply (kcal/capita/day)","Fats, Animals, Raw",24
"23503","Malawi","Food supply (kcal/capita/day)","Fats, Animals, Raw",17
"23516","Small Island Developing States","Food supply (kcal/capita/day)","Fats, Animals, Raw",23
"23519","Kuwait","Food supply (kcal/capita/day)","Fats, Animals, Raw",1
"23526","Nigeria","Food supply (kcal/capita/day)","Fats, Animals, Raw",8
"23534","Congo","Food supply (kcal/capita/day)","Fats, Animals, Raw",2
"23538","Middle Africa","Food supply (kcal/capita/day)","Fats, Animals, Raw",12
"23543","Eastern Asia","Food supply (kcal/capita/day)","Fats, Animals, Raw",35
"23551","Peru","Food supply (kcal/capita/day)","Fats, Animals, Raw",9
"23552","Israel","Food supply (kcal/capita/day)","Fats, Animals, Raw",17
"23556","United Arab Emirates","Food supply (kcal/capita/day)","Fats, Animals, Raw",22
"23563","Slovakia","Food supply (kcal/capita/day)","Fats, Animals, Raw",181
"23565","Western Europe","Food supply (kcal/capita/day)","Fats, Animals, Raw",117
"23570","Argentina","Food supply (kcal/capita/day)","Fats, Animals, Raw",33
"23578","Indonesia","Food supply (kcal/capita/day)","Fats, Animals, Raw",8
"23583","World","Food supply (kcal/capita/day)","Fats, Animals, Raw",30
"23585","Germany","Food supply (kcal/capita/day)","Fats, Animals, Raw",158
"23590","Mozambique","Food supply (kcal/capita/day)","Fats, Animals, Raw",6
"23592","Saint Lucia","Food supply (kcal/capita/day)","Fats, Animals, Raw",39
"23595","New Zealand","Food supply (kcal/capita/day)","Fats, Animals, Raw",168
"23628","Maldives","Food supply (kcal/capita/day)","Fats, Animals, Raw",1
"23631","Gambia","Food supply (kcal/capita/day)","Fats, Animals, Raw",2
"23635","Brazil","Food supply (kcal/capita/day)","Fats, Animals, Raw",57
"23642","Uzbekistan","Food supply (kcal/capita/day)","Fats, Animals, Raw",34
"23647","Australia & New Zealand","Food supply (kcal/capita/day)","Fats, Animals, Raw",89
"23649","Mauritania","Food supply (kcal/capita/day)","Fats, Animals, Raw",15
"23650","Morocco","Food supply (kcal/capita/day)","Fats, Animals, Raw",13
"23652","Italy","Food supply (kcal/capita/day)","Fats, Animals, Raw",82
"23655","China, mainland","Food supply (kcal/capita/day)","Fats, Animals, Raw",37
"23663","Polynesia","Food supply (kcal/capita/day)","Fats, Animals, Raw",27
"23666","Mauritius","Food supply (kcal/capita/day)","Fats, Animals, Raw",2
"23670","South America","Food supply (kcal/capita/day)","Fats, Animals, Raw",47
"23674","Dominica","Food supply (kcal/capita/day)","Fats, Animals, Raw",42
"23690","Cameroon","Food supply (kcal/capita/day)","Fats, Animals, Raw",9
"23691","Low Income Food Deficit Countries","Food supply (kcal/capita/day)","Fats, Animals, Raw",7
"23693","Rwanda","Food supply (kcal/capita/day)","Fats, Animals, Raw",4
"23694","Yemen","Food supply (kcal/capita/day)","Fats, Animals, Raw",10
"23709","Belgium","Food supply (kcal/capita/day)","Fats, Animals, Raw",232
"23710","Romania","Food supply (kcal/capita/day)","Fats, Animals, Raw",63
"23712","Mexico","Food supply (kcal/capita/day)","Fats, Animals, Raw",47
"23716","Southern Asia","Food supply (kcal/capita/day)","Fats, Animals, Raw",4
"23726","Ukraine","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23732","Czech Republic","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23734","Kazakhstan","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23735","Spain","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23744","Brunei Darussalam","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23746","Jordan","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23748","Denmark","Food supply (kcal/capita/day)","Fish, Body Oil",93
"23751","Antigua and Barbuda","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23768","Guinea","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23771","Turkmenistan","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23782","China","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23792","Switzerland","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23804","Fiji","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23821","Malta","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23822","Eastern Africa","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23827","Gambia","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23848","Indonesia","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23849","Russian Federation","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23854","Burkina Faso","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23867","Barbados","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23871","Thailand","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23873","Uganda","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23874","Sweden","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23879","Australia","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23886","Bangladesh","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23900","Grenada","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23903","French Polynesia","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23915","Cyprus","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23916","Uruguay","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23925","Africa","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23926","Mozambique","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23934","Poland","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23939","Ghana","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23949","Western Asia","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23950","Senegal","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23970","Guinea-Bissau","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23971","Uzbekistan","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23975","Malaysia","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23977","South America","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23987","Syrian Arab Republic","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23990","Swaziland","Food supply (kcal/capita/day)","Fish, Body Oil",0
"23991","Americas","Food supply (kcal/capita/day)","Fish, Body Oil",0
