,Row,Study,Data_Type,Location,Method,Portion_of_plant,Year.of.study,Crop,Elevated_CO2_Target_ppm,Elevated_CO2_Achieved_ppm,Ambient_CO2_ppm,FACE_ring_diameter_m,code,Level1,Level2,Level3,WateringRegime,Pptn,Irrign,TotH2O,NapplicnQ,Napplicn,TOS,Cultivar,potsfield,nightFACE,Zn,Fe,N,P,K,S,B,Ca,Mg,Mn,Cu,Yield,CorrYield,protein,CO2treatment,LocYrCrL1L2L3WNTC,LocYrCrL1L2WNTC,LocYrCrL1WNTC,LocYrCrWNTC
147,660,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2004,soybean,550,550,375,20,147,3,28,12,Dry,431.4,0,431.4,Low,0,27/05/2000,Pana,check,,41.4,81.5,6.07,0.609,1.84,3040,41.7,0.339,0.238,24.4,16.4,NA,NA,NA,eCO2,Champaign__Illinois 2004 soybean 3 28 12 Dry Low 27/05/2000 Pana,Champaign__Illinois 2004 soybean 3 28 Dry Low 27/05/2000 Pana,Champaign__Illinois 2004 soybean 3 Dry Low 27/05/2000 Pana,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Pana
148,661,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2004,soybean,550,550,375,20,148,4,29,7,Dry,431.4,0,431.4,Low,0,27/05/2000,Pana,check,,36.6,79.4,6.18,0.53,1.74,2900,41.3,0.326,0.229,29.4,13.3,NA,NA,NA,eCO2,Champaign__Illinois 2004 soybean 4 29 7 Dry Low 27/05/2000 Pana,Champaign__Illinois 2004 soybean 4 29 Dry Low 27/05/2000 Pana,Champaign__Illinois 2004 soybean 4 Dry Low 27/05/2000 Pana,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Pana
149,662,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2004,soybean,550,550,375,20,149,4,32,7,Dry,431.4,0,431.4,Low,0,27/05/2000,Pana,check,,46.6,83.8,5.8,0.661,1.83,3020,47.8,0.371,0.246,25.1,18.3,NA,NA,NA,aCO2,Champaign__Illinois 2004 soybean 4 32 7 Dry Low 27/05/2000 Pana,Champaign__Illinois 2004 soybean 4 32 Dry Low 27/05/2000 Pana,Champaign__Illinois 2004 soybean 4 Dry Low 27/05/2000 Pana,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Pana
150,663,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2004,soybean,550,550,375,20,150,1,17,11,Dry,431.4,0,431.4,Low,0,27/05/2000,Spencer,check,,36.4,73.8,6.53,0.549,1.97,3260,47.7,0.195,0.219,24,13.5,NA,NA,NA,aCO2,Champaign__Illinois 2004 soybean 1 17 11 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean 1 17 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean 1 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Spencer
151,664,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2004,soybean,550,550,375,20,151,1,20,4,Dry,431.4,0,431.4,Low,0,27/05/2000,Spencer,check,,41.6,69.1,6.76,0.607,1.99,3000,44,0.178,0.197,23.6,13.1,NA,NA,NA,eCO2,Champaign__Illinois 2004 soybean 1 20 4 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean 1 20 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean 1 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Spencer
152,665,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2004,soybean,550,550,375,20,152,2,21,12,Dry,431.4,0,431.4,Low,0,27/05/2000,Spencer,check,,37.2,69.8,6.78,0.528,1.87,3070,41.5,0.186,0.207,26.4,12.1,NA,NA,NA,eCO2,Champaign__Illinois 2004 soybean 2 21 12 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean 2 21 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean 2 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Spencer
153,666,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2004,soybean,550,550,375,20,153,2,24,9,Dry,431.4,0,431.4,Low,0,27/05/2000,Spencer,check,,40,71.3,6.74,0.59,1.83,3210,45.4,0.22,0.214,22.9,14,NA,NA,NA,aCO2,Champaign__Illinois 2004 soybean 2 24 9 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean 2 24 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean 2 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Spencer
154,667,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2004,soybean,550,550,375,20,154,3,25,13,Dry,431.4,0,431.4,Low,0,27/05/2000,Spencer,check,,38.4,77.2,6.7,0.487,1.91,3210,43.7,0.183,0.211,26.8,12.9,NA,NA,NA,aCO2,Champaign__Illinois 2004 soybean 3 25 13 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean 3 25 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean 3 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Spencer
155,668,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2004,soybean,550,550,375,20,155,3,28,10,Dry,431.4,0,431.4,Low,0,27/05/2000,Spencer,check,,38.1,70.7,6.23,0.614,1.94,3090,41.2,0.193,0.206,22.6,13.6,NA,NA,NA,eCO2,Champaign__Illinois 2004 soybean 3 28 10 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean 3 28 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean 3 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Spencer
156,669,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2004,soybean,550,550,375,20,156,4,29,14,Dry,431.4,0,431.4,Low,0,27/05/2000,Spencer,check,,37.1,73,6.57,0.64,1.99,3100,41.8,0.202,0.219,28.8,12.5,NA,NA,NA,eCO2,Champaign__Illinois 2004 soybean 4 29 14 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean 4 29 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean 4 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Spencer
157,670,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2004,soybean,550,550,375,20,157,4,32,3,Dry,431.4,0,431.4,Low,0,27/05/2000,Spencer,check,,42.5,68.6,5.93,0.643,2.05,3090,43.2,0.255,0.205,24.9,15.6,NA,NA,NA,aCO2,Champaign__Illinois 2004 soybean 4 32 3 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean 4 32 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean 4 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Spencer
158,671,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2004,soybean,550,550,375,20,158,1,17,22,Dry,431.4,0,431.4,Low,0,27/05/2000,Williams,check,,37.8,79.7,6.03,0.567,1.94,3140,47.6,0.266,0.21,26,13.8,NA,NA,NA,aCO2,Champaign__Illinois 2004 soybean 1 17 22 Dry Low 27/05/2000 Williams,Champaign__Illinois 2004 soybean 1 17 Dry Low 27/05/2000 Williams,Champaign__Illinois 2004 soybean 1 Dry Low 27/05/2000 Williams,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Williams
159,672,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2004,soybean,550,550,375,20,159,1,20,16,Dry,431.4,0,431.4,Low,0,27/05/2000,Williams,check,,37.5,67.7,6.45,0.574,1.8,3060,40.8,0.239,0.198,22,13.4,NA,NA,NA,eCO2,Champaign__Illinois 2004 soybean 1 20 16 Dry Low 27/05/2000 Williams,Champaign__Illinois 2004 soybean 1 20 Dry Low 27/05/2000 Williams,Champaign__Illinois 2004 soybean 1 Dry Low 27/05/2000 Williams,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Williams
160,673,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2004,soybean,550,550,375,20,160,2,21,22,Dry,431.4,0,431.4,Low,0,27/05/2000,Williams,check,,34,65.5,6.35,0.454,1.83,2980,39.9,0.235,0.186,24,12.7,NA,NA,NA,eCO2,Champaign__Illinois 2004 soybean 2 21 22 Dry Low 27/05/2000 Williams,Champaign__Illinois 2004 soybean 2 21 Dry Low 27/05/2000 Williams,Champaign__Illinois 2004 soybean 2 Dry Low 27/05/2000 Williams,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Williams
161,674,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2004,soybean,550,550,375,20,161,2,24,15,Dry,431.4,0,431.4,Low,0,27/05/2000,Williams,check,,38.7,75.1,6.52,0.573,1.84,3180,44.4,0.24,0.201,22,14.6,NA,NA,NA,aCO2,Champaign__Illinois 2004 soybean 2 24 15 Dry Low 27/05/2000 Williams,Champaign__Illinois 2004 soybean 2 24 Dry Low 27/05/2000 Williams,Champaign__Illinois 2004 soybean 2 Dry Low 27/05/2000 Williams,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Williams
162,675,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2004,soybean,550,550,375,20,162,3,25,22,Dry,431.4,0,431.4,Low,0,27/05/2000,Williams,check,,34.7,71.9,6.44,0.457,1.89,3130,42.3,0.237,0.198,28,13.6,NA,NA,NA,aCO2,Champaign__Illinois 2004 soybean 3 25 22 Dry Low 27/05/2000 Williams,Champaign__Illinois 2004 soybean 3 25 Dry Low 27/05/2000 Williams,Champaign__Illinois 2004 soybean 3 Dry Low 27/05/2000 Williams,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Williams
163,676,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2004,soybean,550,550,375,20,163,3,28,15,Dry,431.4,0,431.4,Low,0,27/05/2000,Williams,check,,37.7,69.9,6.14,0.61,1.92,3030,43.8,0.214,0.194,21.3,14.2,NA,NA,NA,eCO2,Champaign__Illinois 2004 soybean 3 28 15 Dry Low 27/05/2000 Williams,Champaign__Illinois 2004 soybean 3 28 Dry Low 27/05/2000 Williams,Champaign__Illinois 2004 soybean 3 Dry Low 27/05/2000 Williams,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Williams
164,677,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2004,soybean,550,550,375,20,164,4,29,20,Dry,431.4,0,431.4,Low,0,27/05/2000,Williams,check,,33.3,69.6,6.71,0.59,1.87,3010,39.5,0.214,0.194,26.4,12,NA,NA,NA,eCO2,Champaign__Illinois 2004 soybean 4 29 20 Dry Low 27/05/2000 Williams,Champaign__Illinois 2004 soybean 4 29 Dry Low 27/05/2000 Williams,Champaign__Illinois 2004 soybean 4 Dry Low 27/05/2000 Williams,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Williams
165,678,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2006,soybean,550,NA,375,20,165,1,17,9,Dry,511.9,0,511.9,Low,0,24/05/2002,Pana,check,,38.8,74.5,6.13,0.645,1.85,3030,43.4,0.289,0.24,27.1,14.9,NA,NA,NA,aCO2,Champaign__Illinois 2006 soybean 1 17 9 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean 1 17 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean 1 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean Dry Low 24/05/2002 Pana
166,679,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2006,soybean,550,NA,375,20,166,1,20,4,Dry,511.9,0,511.9,Low,0,24/05/2002,Pana,check,,38.7,69.9,6.07,0.612,1.87,2750,43.1,0.279,0.225,21.8,14,NA,NA,NA,eCO2,Champaign__Illinois 2006 soybean 1 20 4 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean 1 20 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean 1 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean Dry Low 24/05/2002 Pana
167,680,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2006,soybean,550,NA,375,20,167,2,21,4,Dry,511.9,0,511.9,Low,0,24/05/2002,Pana,check,,39.2,72.8,6.17,0.614,1.94,2930,42.2,0.28,0.236,25.5,15,NA,NA,NA,eCO2,Champaign__Illinois 2006 soybean 2 21 4 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean 2 21 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean 2 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean Dry Low 24/05/2002 Pana
168,681,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2006,soybean,550,NA,375,20,168,2,24,5,Dry,511.9,0,511.9,Low,0,24/05/2002,Pana,check,,42,71.4,6.44,0.644,1.84,2940,45.6,0.343,0.244,23.5,15.6,NA,NA,NA,aCO2,Champaign__Illinois 2006 soybean 2 24 5 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean 2 24 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean 2 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean Dry Low 24/05/2002 Pana
169,682,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2006,soybean,550,NA,375,20,169,3,25,10,Dry,511.9,0,511.9,Low,0,24/05/2002,Pana,check,,39.8,72.1,6.39,0.529,1.8,2910,41.4,0.316,0.233,27.7,15,NA,NA,NA,aCO2,Champaign__Illinois 2006 soybean 3 25 10 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean 3 25 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean 3 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean Dry Low 24/05/2002 Pana
170,683,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2006,soybean,550,NA,375,20,170,3,28,10,Dry,511.9,0,511.9,Low,0,24/05/2002,Pana,check,,41.4,72.3,6.17,0.657,2.01,2950,42.5,0.286,0.24,23.6,15,NA,NA,NA,eCO2,Champaign__Illinois 2006 soybean 3 28 10 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean 3 28 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean 3 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean Dry Low 24/05/2002 Pana
171,684,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2006,soybean,550,NA,375,20,171,4,29,11,Dry,511.9,0,511.9,Low,0,24/05/2002,Pana,check,,37.2,84.9,6.06,0.633,1.92,2860,41,0.262,0.237,26.4,13.9,NA,NA,NA,eCO2,Champaign__Illinois 2006 soybean 4 29 11 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean 4 29 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean 4 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean Dry Low 24/05/2002 Pana
172,685,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2006,soybean,550,NA,375,20,172,4,32,10,Dry,511.9,0,511.9,Low,0,24/05/2002,Pana,check,,40.9,73.2,6.12,0.621,1.81,2890,43.8,0.309,0.246,22.7,15.6,NA,NA,NA,aCO2,Champaign__Illinois 2006 soybean 4 32 10 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean 4 32 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean 4 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean Dry Low 24/05/2002 Pana
173,686,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2007,soybean,550,NA,375,20,173,1,1,11,Dry,233,0,233,Low,0,21/05/2003,Pana,check,,37.7,80.7,5.87,0.579,1.93,2970,39.4,0.356,0.25,27.6,13.6,NA,NA,NA,aCO2,Champaign__Illinois 2007 soybean 1 1 11 Dry Low 21/05/2003 Pana,Champaign__Illinois 2007 soybean 1 1 Dry Low 21/05/2003 Pana,Champaign__Illinois 2007 soybean 1 Dry Low 21/05/2003 Pana,Champaign__Illinois 2007 soybean Dry Low 21/05/2003 Pana
174,687,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2007,soybean,550,NA,375,20,174,1,3,5,Dry,233,0,233,Low,0,21/05/2003,Pana,check,,41.1,73.3,6.12,0.561,1.82,2910,42.5,0.352,0.242,25.4,13.8,NA,NA,NA,eCO2,Champaign__Illinois 2007 soybean 1 3 5 Dry Low 21/05/2003 Pana,Champaign__Illinois 2007 soybean 1 3 Dry Low 21/05/2003 Pana,Champaign__Illinois 2007 soybean 1 Dry Low 21/05/2003 Pana,Champaign__Illinois 2007 soybean Dry Low 21/05/2003 Pana
175,688,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2007,soybean,550,NA,375,20,175,2,4,4,Dry,233,0,233,Low,0,21/05/2003,Pana,check,,50.4,79.3,5.78,0.627,2.07,3070,41.6,0.377,0.259,33.5,17.7,NA,NA,NA,aCO2,Champaign__Illinois 2007 soybean 2 4 4 Dry Low 21/05/2003 Pana,Champaign__Illinois 2007 soybean 2 4 Dry Low 21/05/2003 Pana,Champaign__Illinois 2007 soybean 2 Dry Low 21/05/2003 Pana,Champaign__Illinois 2007 soybean Dry Low 21/05/2003 Pana
176,689,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2007,soybean,550,NA,375,20,176,2,5,9,Dry,233,0,233,Low,0,21/05/2003,Pana,check,,39.7,73.2,6.04,0.609,1.97,2920,39.3,0.359,0.247,24.7,15,NA,NA,NA,eCO2,Champaign__Illinois 2007 soybean 2 5 9 Dry Low 21/05/2003 Pana,Champaign__Illinois 2007 soybean 2 5 Dry Low 21/05/2003 Pana,Champaign__Illinois 2007 soybean 2 Dry Low 21/05/2003 Pana,Champaign__Illinois 2007 soybean Dry Low 21/05/2003 Pana
177,690,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2007,soybean,550,NA,375,20,177,3,10,1,Dry,233,0,233,Low,0,21/05/2003,Pana,check,,39.4,88.1,6.16,0.602,1.93,2950,42.7,0.379,0.26,30.1,13.8,NA,NA,NA,aCO2,Champaign__Illinois 2007 soybean 3 10 1 Dry Low 21/05/2003 Pana,Champaign__Illinois 2007 soybean 3 10 Dry Low 21/05/2003 Pana,Champaign__Illinois 2007 soybean 3 Dry Low 21/05/2003 Pana,Champaign__Illinois 2007 soybean Dry Low 21/05/2003 Pana
178,691,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2007,soybean,550,NA,375,20,178,4,11,10,Dry,233,0,233,Low,0,21/05/2003,Pana,check,,40.9,77.3,6.29,0.597,1.88,2950,43.7,0.373,0.252,28.1,13.3,NA,NA,NA,aCO2,Champaign__Illinois 2007 soybean 4 11 10 Dry Low 21/05/2003 Pana,Champaign__Illinois 2007 soybean 4 11 Dry Low 21/05/2003 Pana,Champaign__Illinois 2007 soybean 4 Dry Low 21/05/2003 Pana,Champaign__Illinois 2007 soybean Dry Low 21/05/2003 Pana
179,692,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2007,soybean,550,NA,375,20,179,3,14,1,Dry,233,0,233,Low,0,21/05/2003,Pana,check,,38.6,72.3,6.08,0.549,1.82,2820,38.6,0.352,0.228,28.2,13.3,NA,NA,NA,eCO2,Champaign__Illinois 2007 soybean 3 14 1 Dry Low 21/05/2003 Pana,Champaign__Illinois 2007 soybean 3 14 Dry Low 21/05/2003 Pana,Champaign__Illinois 2007 soybean 3 Dry Low 21/05/2003 Pana,Champaign__Illinois 2007 soybean Dry Low 21/05/2003 Pana
180,693,SoyFACE_Soy,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2007,soybean,550,NA,375,20,180,4,15,10,Dry,233,0,233,Low,0,21/05/2003,Pana,check,,38.6,79.2,6.09,0.519,1.83,2820,40.9,0.339,0.238,27,13.9,NA,NA,NA,eCO2,Champaign__Illinois 2007 soybean 4 15 10 Dry Low 21/05/2003 Pana,Champaign__Illinois 2007 soybean 4 15 Dry Low 21/05/2003 Pana,Champaign__Illinois 2007 soybean 4 Dry Low 21/05/2003 Pana,Champaign__Illinois 2007 soybean Dry Low 21/05/2003 Pana
181,743,SoyFACE_Corn,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2008,Corn,550,NA,375,20,230,A,1,NA,Dry,432,0,432,Low,0,NA,Cv34B43,check,,20.3,13.4,0.91,0.274,0.36,830,4.4,0.005,0.101,4,1.8,NA,NA,NA,aCO2,Champaign__Illinois 2008 Corn A 1 NA Dry Low NA Cv34B43,Champaign__Illinois 2008 Corn A 1 Dry Low NA Cv34B43,Champaign__Illinois 2008 Corn A Dry Low NA Cv34B43,Champaign__Illinois 2008 Corn Dry Low NA Cv34B43
182,747,SoyFACE_Corn,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2008,Corn,550,NA,375,20,234,B,3,NA,Dry,432,0,432,Low,0,NA,Cv34B43,check,,17.6,15.1,1.17,0.251,0.33,1050,4.9,0.006,0.089,4,1.7,NA,NA,NA,eCO2,Champaign__Illinois 2008 Corn B 3 NA Dry Low NA Cv34B43,Champaign__Illinois 2008 Corn B 3 Dry Low NA Cv34B43,Champaign__Illinois 2008 Corn B Dry Low NA Cv34B43,Champaign__Illinois 2008 Corn Dry Low NA Cv34B43
183,751,SoyFACE_Corn,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2008,Corn,550,NA,375,20,238,B,4,NA,Dry,432,0,432,Low,0,NA,Cv34B43,check,,21.3,14.1,1,0.298,0.37,920,4.3,0.005,0.098,4.1,1.8,NA,NA,NA,aCO2,Champaign__Illinois 2008 Corn B 4 NA Dry Low NA Cv34B43,Champaign__Illinois 2008 Corn B 4 Dry Low NA Cv34B43,Champaign__Illinois 2008 Corn B Dry Low NA Cv34B43,Champaign__Illinois 2008 Corn Dry Low NA Cv34B43
184,755,SoyFACE_Corn,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2008,Corn,550,NA,375,20,242,A,5,NA,Dry,432,0,432,Low,0,NA,Cv34B43,check,,17.2,11.5,0.84,0.263,0.36,840,5.2,0.006,0.088,3.5,1.6,NA,NA,NA,eCO2,Champaign__Illinois 2008 Corn A 5 NA Dry Low NA Cv34B43,Champaign__Illinois 2008 Corn A 5 Dry Low NA Cv34B43,Champaign__Illinois 2008 Corn A Dry Low NA Cv34B43,Champaign__Illinois 2008 Corn Dry Low NA Cv34B43
185,759,SoyFACE_Corn,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2008,Corn,550,NA,375,20,246,C,10,NA,Dry,432,0,432,Low,0,NA,Cv34B43,check,,17.9,14.4,1,0.262,0.34,880,4.2,0.006,0.096,3.5,1.7,NA,NA,NA,aCO2,Champaign__Illinois 2008 Corn C 10 NA Dry Low NA Cv34B43,Champaign__Illinois 2008 Corn C 10 Dry Low NA Cv34B43,Champaign__Illinois 2008 Corn C Dry Low NA Cv34B43,Champaign__Illinois 2008 Corn Dry Low NA Cv34B43
186,763,SoyFACE_Corn,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2008,Corn,550,NA,375,20,250,D,11,NA,Dry,432,0,432,Low,0,NA,Cv34B43,check,,17.2,16.1,0.91,0.229,0.33,810,4.5,0.005,0.081,3.5,1.8,NA,NA,NA,aCO2,Champaign__Illinois 2008 Corn D 11 NA Dry Low NA Cv34B43,Champaign__Illinois 2008 Corn D 11 Dry Low NA Cv34B43,Champaign__Illinois 2008 Corn D Dry Low NA Cv34B43,Champaign__Illinois 2008 Corn Dry Low NA Cv34B43
187,767,SoyFACE_Corn,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2008,Corn,550,NA,375,20,254,C,14,NA,Dry,432,0,432,Low,0,NA,Cv34B43,check,,16.8,15.7,1.04,0.23,0.33,900,4.6,0.005,0.087,3.5,2.1,NA,NA,NA,eCO2,Champaign__Illinois 2008 Corn C 14 NA Dry Low NA Cv34B43,Champaign__Illinois 2008 Corn C 14 Dry Low NA Cv34B43,Champaign__Illinois 2008 Corn C Dry Low NA Cv34B43,Champaign__Illinois 2008 Corn Dry Low NA Cv34B43
188,771,SoyFACE_Corn,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2008,Corn,550,NA,375,20,258,D,15,NA,Dry,432,0,432,Low,0,NA,Cv34B43,check,,16,15.1,1.04,0.217,0.35,930,5,0.006,0.08,3.7,1.9,NA,NA,NA,eCO2,Champaign__Illinois 2008 Corn D 15 NA Dry Low NA Cv34B43,Champaign__Illinois 2008 Corn D 15 Dry Low NA Cv34B43,Champaign__Illinois 2008 Corn D Dry Low NA Cv34B43,Champaign__Illinois 2008 Corn Dry Low NA Cv34B43
189,741,SoyFACE_Corn,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2008,Corn,550,NA,375,20,228,A,1,NA,Dry,432,0,432,Low,0,NA,DKC61-19,check,,19.5,11.8,0.9,0.257,0.31,910,4.3,0.004,0.098,4.1,1.8,NA,NA,NA,aCO2,Champaign__Illinois 2008 Corn A 1 NA Dry Low NA DKC61-19,Champaign__Illinois 2008 Corn A 1 Dry Low NA DKC61-19,Champaign__Illinois 2008 Corn A Dry Low NA DKC61-19,Champaign__Illinois 2008 Corn Dry Low NA DKC61-19
190,745,SoyFACE_Corn,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2008,Corn,550,NA,375,20,232,B,3,NA,Dry,432,0,432,Low,0,NA,DKC61-19,check,,17.5,11.5,0.98,0.212,0.29,1020,4.4,0.004,0.089,3.6,1.9,NA,NA,NA,eCO2,Champaign__Illinois 2008 Corn B 3 NA Dry Low NA DKC61-19,Champaign__Illinois 2008 Corn B 3 Dry Low NA DKC61-19,Champaign__Illinois 2008 Corn B Dry Low NA DKC61-19,Champaign__Illinois 2008 Corn Dry Low NA DKC61-19
191,749,SoyFACE_Corn,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2008,Corn,550,NA,375,20,236,B,4,NA,Dry,432,0,432,Low,0,NA,DKC61-19,check,,20.6,13.8,0.91,0.287,0.35,940,4.1,0.004,0.104,4,1.9,NA,NA,NA,aCO2,Champaign__Illinois 2008 Corn B 4 NA Dry Low NA DKC61-19,Champaign__Illinois 2008 Corn B 4 Dry Low NA DKC61-19,Champaign__Illinois 2008 Corn B Dry Low NA DKC61-19,Champaign__Illinois 2008 Corn Dry Low NA DKC61-19
192,753,SoyFACE_Corn,PrimaryData_RawData,Champaign__Illinois,FACE,grain,2008,Corn,550,NA,375,20,240,A,5,NA,Dry,432,0,432,Low,0,NA,DKC61-19,check,,17.9,11.6,0.79,0.257,0.34,880,5.2,0.004,0.096,3.4,1.7,NA,NA,NA,eCO2,Champaign__Illinois 2008 Corn A 5 NA Dry Low NA DKC61-19,Champaign__Illinois 2008 Corn A 5 Dry Low NA DKC61-19,Champaign__Illinois 2008 Corn A Dry Low NA DKC61-19,Champaign__Illinois 2008 Corn Dry Low NA DKC61-19
